Gene symbol	MDA-MB-231
LOC554223	0
HLA-G	0
HLA-H	0
HCG4B	0
HLA-A	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HLA-L	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
IER3	0
LINC00243	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
DPCR1	0
MUC21	0
MUC22	0
HCG22	0
C6orf15	0
PSORS1C1	0
CDSN	0
PSORS1C2	0
CCHCR1	0
TCF19	0
POU5F1	0
PSORS1C3	0
HCG27	0
HLA-C	0
HCG26	0
MICB	0
MCCD1	0
DDX39B	0
SNORD117	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
AIF1	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
MSH5-SAPCD1	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
LSM2	0
HSPA1L	0
HSPA1A	0
HSPA1B	0
C6orf48	0
SNORD48	0
SNORD52	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
ZBTB12	0
C2-AS1	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
C4A	0
CYP21A2	0
CYP21A1P	0
TNXA	0
TNXB	0
C4B	0
ATF6B	0
FKBPL	0
PRRT1	0
LOC100507547	0
PPT2	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
HCG25	0
VPS52	0
RPS18	0
B3GALT4	0
WDR46	0
PFDN6	0
RGL2	0
TAPBP	0
ZBTB22	0
DAXX	0
TRIM27	0
LINC01556	0
ZNF311	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HLA-F	0
HLA-F-AS1	0
IFITM4P	0
HCG4	0
LOC554223	0
HLA-G	0
HLA-H	0
HCG4B	0
HLA-A	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HLA-L	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
IER3	0
LINC00243	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
MUC22	0
MUC21	0
HCG22	0
C6orf15	0
PSORS1C1	0
CDSN	0
PSORS1C2	0
CCHCR1	0
TCF19	0
POU5F1	0
PSORS1C3	0
MICB	0
HLA-C	0
HLA-B	0
MICA	0
MCCD1	0
DDX39B	0
SNORD117	0
SNORD84	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
NEU1	0
C2	0
C2-AS1	0
CFB	0
TNXB	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DQA2	0
HLA-DQB2	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
HCG25	0
VPS52	0
LOC401242	0
HCG14	0
TRIM27	0
LINC01556	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HLA-F	0
IFITM4P	0
HCG4	0
LOC554223	0
HLA-G	0
HLA-A	0
HLA-H	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
DPCR1	0
MUC21	0
MUC22	0
HCG22	0
C6orf15	0
PSORS1C1	0
CDSN	0
PSORS1C2	0
CCHCR1	0
TCF19	0
POU5F1	0
PSORS1C3	0
HCG27	0
HLA-C	0
HLA-B	0
HCP5	0
HCG26	0
MICB	0
MCCD1	0
DDX39B	0
SNORD117	0
SNORD84	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
AIF1	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
MSH5-SAPCD1	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
LSM2	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
ZBTB12	0
C2-AS1	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
CYP21A1P	0
TNXA	0
TNXB	0
C4A	0
CYP21A2	0
ATF6B	0
FKBPL	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DRB4	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
HCG25	0
VPS52	0
RPS18	0
B3GALT4	0
WDR46	0
PFDN6	0
RGL2	0
TAPBP	0
ZBTB22	0
DAXX	0
TRIM27	0
LINC01556	0
ZNF311	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
UBD	0
SNORD32B	0
OR2H2	0
GABBR1	0
MOG	0
ZFP57	0
HLA-F	0
HLA-F-AS1	0
IFITM4P	0
HCG4	0
LOC554223	0
HLA-G	0
HLA-H	0
HCG4B	0
HLA-A	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HLA-L	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
NRM	0
MDC1	0
TUBB	0
FLOT1	0
IER3	0
LINC00243	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
DPCR1	0
MUC21	0
MUC22	0
HCG22	0
C6orf15	0
PSORS1C1	0
CDSN	0
PSORS1C2	0
CCHCR1	0
TCF19	0
POU5F1	0
PSORS1C3	0
HCG27	0
MICB	0
HLA-C	0
HLA-B	0
MICA	0
HCG26	0
MCCD1	0
DDX39B	0
SNORD117	0
SNORD84	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
AIF1	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
VARS	0
LSM2	0
HSPA1L	0
HSPA1A	0
HSPA1B	0
C6orf48	0
SNORD48	0
SNORD52	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
ZBTB12	0
C2-AS1	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
C4A	0
CYP21A2	0
CYP21A1P	0
TNXA	0
TNXB	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DRB1	0
HLA-DQB1	0
HLA-DQA2	0
HLA-DQB2	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
HCG25	0
VPS52	0
RPS18	0
B3GALT4	0
WDR46	0
PFDN6	0
RGL2	0
TAPBP	0
ZBTB22	0
DAXX	0
KIFC1	0
LOC401242	0
HCG14	0
TRIM27	0
LINC01556	0
ZNF311	0
LOC100129636	0
OR2W1	0
OR2B3	0
OR2J3	0
OR2J2	0
OR14J1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR11A1	0
OR10C1	0
OR2H1	0
MAS1L	0
LINC01015	0
MOG	0
ZFP57	0
HLA-F	0
HLA-F-AS1	0
IFITM4P	0
HCG4	0
LOC554223	0
HLA-G	0
HLA-H	0
HCG4B	0
HLA-A	0
HCG9	0
ZNRD1-AS1	0
HLA-J	0
HCG8	0
ZNRD1	0
PPP1R11	0
RNF39	0
TRIM31	0
TRIM31-AS1	0
TRIM40	0
TRIM10	0
TRIM15	0
TRIM26	0
HCG17	0
HLA-L	0
HCG18	0
TRIM39	0
TRIM39-RPP21	0
RPP21	0
HLA-E	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
PPP1R18	0
MDC1	0
TUBB	0
FLOT1	0
IER3	0
LINC00243	0
MUC22	0
HCG22	0
TCF19	0
POU5F1	0
PSORS1C3	0
HCG27	0
HLA-C	0
HLA-B	0
MICA	0
HCP5	0
HCG26	0
MICB	0
MCCD1	0
DDX39B	0
SNORD117	0
SNORD84	0
ATP6V1G2-DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
LTB	0
LST1	0
NCR3	0
AIF1	0
PRRC2A	0
SNORA38	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
CSNK2B	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0
C6orf25	0
DDAH2	0
CLIC1	0
MSH5	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
C2-AS1	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
C4A	0
CYP21A2	0
CYP21A1P	0
TNXB	0
TNXA	0
C4B	0
PRRT1	0
LOC100507547	0
PPT2	0
PPT2-EGFL8	0
EGFL8	0
AGPAT1	0
RNF5	0
RNF5P1	0
AGER	0
PBX2	0
GPSM3	0
NOTCH4	0
C6orf10	0
HCG23	0
BTNL2	0
HLA-DRA	0
HLA-DRB1	0
HLA-DRB4	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
PSMB8	0
PSMB8-AS1	0
TAP1	0
PSMB9	0
LOC100294145	0
HLA-DMB	0
HLA-DMA	0
BRD2	0
HLA-DOA	0
HLA-DPA1	0
HLA-DPB1	0
HLA-DPB2	0
COL11A2	0
HCG25	0
VPS52	0
RPS18	0
KIFC1	0
PHF1	0
CUTA	0
SYNGAP1	0
ZBTB9	0
LOC100507642	14
FAM20C	1157
WI2-2373I1.2	0
LOC442497	0
PDGFA	326
HRAT92	3
PRKAR1B	64
LOC101926963	0
DNAAF5	767
SUN1	1619
GET4	348
ADAP1	128
COX19	534
CYP2W1	0
C7orf50	1837
GPR146	5
GPER1	57
ZFAND2A	185
LOC101927021	28
UNCX	0
MICALL2	129
INTS1	100
MAFK	543
TMEM184A	564
PSMG3	1678
PSMG3-AS1	7
TFAMP1	32
ELFN1	0
ELFN1-AS1	0
MAD1L1	237
FTSJ2	344
NUDT1	699
SNX8	422
EIF3B	4159
CHST12	386
LOC101927181	13
GRIFIN	0
LFNG	231
BRAT1	239
IQCE	181
TTYH3	1914
AMZ1	13
GNA12	1153
CARD11	100
LOC100129603	9
SDK1	23
FOXK1	2112
AP5Z1	886
RADIL	47
PAPOLB	4
MMD2	0
RNF216P1	191
RBAK	175
RBAK-RBAKDN	0
RBAKDN	33
ZNF890P	0
WIPI2	1130
SLC29A4	6
TNRC18	486
FBXL18	354
LOC221946	0
ACTB	23056
FSCN1	245
RNF216	515
RNF216-IT1	0
ZNF815P	5
OCM	0
CCZ1	580
RSPH10B2	2
RSPH10B	3
PMS2	19
AIMP2	1011
EIF2AK1	2568
ANKRD61	0
USP42	226
CYTH3	1480
FAM220A	249
RAC1	8133
DAGLB	180
KDELR2	1731
GRID2IP	0
ZDHHC4	309
C7orf26	226
ZNF853	0
ZNF316	735
ZNF12	99
PMS2CL	17
CCZ1B	546
LOC100131257	4
C1GALT1	307
LOC101927354	2
COL28A1	0
LOC101927391	5
MIOS	51
RPA3	399
UMAD1	65
LOC100505921	0
GLCCI1	94
ICA1	38
LOC100505938	15
NXPH1	0
PER4	0
NDUFA4	1407
PHF14	525
THSD7A	1
TMEM106B	161
VWDE	7
SCIN	2
ARL4A	522
ETV1	789
DGKB	0
AGMO	0
MEOX2	0
MEOX2-AS1	0
ISPD	93
ISPD-AS1	0
SOSTDC1	0
LRRC72	0
ANKMY2	247
BZW2	493
TSPAN13	47
AGR2	165
AGR3	0
AHR	471
KCCAT333	1
LOC101927630	0
SNX13	116
PRPS1L1	6
HDAC9	10
TWIST1	0
FERD3L	0
TWISTNB	789
TMEM196	0
LOC101927668	0
MACC1	4
MACC1-AS1	0
LOC101927769	0
LOC101927811	1
ITGB8	16
ABCB5	0
SP8	0
RPL23P8	423
LINC01162	0
SP4	48
DNAH11	919
CDCA7L	1574
RAPGEF5	10
STEAP1B	5
LOC100506178	48
LOC401312	0
LOC541472	10
IL6	150
TOMM7	4164
SNORD93	2
FAM126A	362
KLHL7-AS1	2
KLHL7	78
NUPL2	116
GPNMB	0
MALSU1	524
IGF2BP3	235
RPS2P32	5
TRA2A	2764
CLK2P1	31
CCDC126	27
FAM221A	29
STK31	28
NPY	0
MPP6	317
DFNA5	214
OSBPL3	460
CYCS	2548
C7orf31	21
NPVF	0
RNU6-16P	0
NFE2L3	525
HNRNPA2B1	7304
CBX3	6990
SNX10	4
LOC441204	0
KIAA0087	1
C7orf71	0
SKAP2	146
HOXA1	0
HOTAIRM1	0
HOXA2	0
HOXA3	0
HOXA-AS2	0
HOXA4	0
HOXA-AS3	1
HOXA5	0
HOXA6	1
HOXA7	1
HOXA9	0
HOXA10-HOXA9	0
HOXA10-AS	0
HOXA10	0
HOXA11	0
HOXA11-AS	0
HOXA13	1
HOTTIP	0
EVX1-AS	0
EVX1	0
HIBADH	87
TSL	40
TAX1BP1	1441
JAZF1	60
JAZF1-AS1	0
CREB5	266
TRIL	2
LOC100506497	0
CPVL	128
LOC101928168	5
CHN2	8
LOC102724484	0
PRR15	1
LOC646762	78
ZNRF2P2	0
DPY19L2P3	3
WIPF3	34
SCRN1	870
FKBP14	374
PLEKHA8	163
MTURN	209
ZNRF2	50
DKFZP586I1420	40
LINC01176	5
NOD1	135
GGCT	1396
LOC401320	33
GARS	1287
CRHR2	0
INMT	6
INMT-FAM188B	0
FAM188B	9
AQP1	76
GHRHR	0
ADCYAP1R1	0
NEUROD6	0
CCDC129	0
PPP1R17	0
PDE1C	4
LOC100130673	0
LSM5	747
AVL9	319
DPY19L1P1	121
ZNRF2P1	3
LINC00997	64
KBTBD2	708
RP9P	220
FKBP9	358
NT5C3A	327
RP9	272
BBS9	22
BMPER	9
NPSR1-AS1	0
NPSR1	0
DPY19L1	395
DPY19L2P1	1
TBX20	0
LOC401324	1
HERPUD2	266
LOC100506725	0
SEPT7-AS1	0
SEPT7	1559
LOC101928618	0
EEPD1	26
KIAA0895	26
ANLN	1173
AOAH	0
AOAH-IT1	0
ELMO1	0
ELMO1-AS1	0
GPR141	0
NME8	0
SFRP4	0
EPDR1	249
STARD3NL	268
TARP	1
TRG-AS1	0
AMPH	0
FAM183B	0
VPS41	160
POU6F2	0
POU6F2-AS1	0
YAE1D1	114
RALA	1002
LINC00265	21
CDK13	153
MPLKIP	222
SUGCT	3
LINC01450	0
LINC01449	0
INHBA	127
INHBA-AS1	0
GLI3	70
LINC01448	0
C7orf25	41
PSMA2	866
MRPL32	447
HECW1	0
LOC100506895	4
STK17A	699
COA1	537
BLVRA	681
MRPS24	3159
URGCP-MRPS24	3156
URGCP	358
UBE2D4	64
POLR2J4	152
SPDYE1	6
RASA4CP	1
LINC00957	24
DBNL	430
PGAM2	5
POLM	79
AEBP1	0
POLD2	2293
MYL7	0
GCK	0
YKT6	1541
CAMK2B	1
NUDCD3	1505
NPC1L1	0
DDX56	484
TMED4	622
OGDH	621
ZMIZ2	765
PPIA	5884
H2AFV	7502
PURB	505
MYO1G	1
SNHG15	263
SNORA9	2
CCM2	435
NACAD	32
TBRG4	498
SNORA5A	0
SNORA5C	0
SNORA5B	0
RAMP3	0
ADCY1	4
SEPT7P2	183
IGFBP1	229
IGFBP3	261
TNS3	192
LINC01447	0
C7orf65	3
LINC00525	1
PKD1L1	0
C7orf69	0
HUS1	100
SUN3	13
C7orf57	0
UPP1	455
ABCA13	3
CDC14C	0
VWC2	0
ZPBP	0
C7orf72	0
IKZF1	0
FIGNL1	305
DDC	0
DDC-AS1	0
GRB10	835
COBL	0
POM121L12	0
LINC01446	0
HPVC1	0
LINC01445	0
VSTM2A	0
VSTM2A-OT1	0
SEC61G	11536
LOC100996654	0
EGFR	444
EGFR-AS1	0
ELDR	0
LANCL2	129
VOPP1	1672
FKBP9P1	221
SEPT14	0
ZNF713	15
MRPS17	693
GBAS	400
PSPH	220
CCT6A	3817
SNORA15	0
SUMF2	377
PHKG1	372
CHCHD2	35525
NUPR1L	0
LOC650226	0
LOC100240728	0
DKFZp434L192	0
LOC101928401	0
LOC401357	1
LOC100130849	0
ZNF479	0
GUSBP10	0
ZNF716	0
ZNF733P	0
LOC100287834	0
LOC100287704	0
LINC01005	0
ZNF727	0
ZNF735	0
ZNF679	0
ZNF736	57
YWHAEP1	151
ZNF680	106
LOC100128885	23
LOC641746	2
ZNF107	79
ZNF138	41
ZNF273	20
ZNF117	12
ERV3-1	8
CCT6P3	185
ZNF92	59
LOC441242	3
INTS4P2	0
CCT6P1	23
SNORA22	1
VKORC1L1	500
GUSB	1251
ASL	126
CRCP	330
TPST1	176
LINC00174	20
GS1-124K5.11	131
KCTD7	417
LOC100996437	3
RABGEF1	563
GTF2IRD1P1	286
TMEM248	1450
SBDS	506
TYW1	245
PMS2P4	21
STAG3L4	134
LINC01372	0
LOC102723427	0
LOC100507468	0
AUTS2	0
WBSCR17	0
CALN1	2
TYW1B	135
SBDSP1	195
SPDYE7P	0
POM121	1231
NSUN5P2	246
LOC541473	0
LOC100101148	0
STAG3L1	86
STAG3L3	67
PMS2P7	5
PMS2P5	65
PMS2P2	19
SPDYE8P	30
GTF2IP4	355
GTF2IP1	364
NCF1B	0
NSUN5	1088
TRIM50	0
FKBP6	2
FZD9	0
BAZ1B	2032
BCL7B	399
TBL2	243
MLXIPL	85
VPS37D	13
DNAJC30	139
WBSCR22	1280
STX1A	237
ABHD11-AS1	2
ABHD11	641
CLDN3	31
CLDN4	1878
WBSCR27	10
WBSCR28	0
ELN	0
LIMK1	317
EIF4H	1079
LAT2	88
RFC2	495
CLIP2	118
GTF2IRD1	173
GTF2I	372
LOC101926943	2
NCF1	1
GTF2IRD2	37
STAG3L2	37
WBSCR16	196
GTF2IRD2B	13
NCF1C	1
GATSL2	43
TRIM73	0
TRIM74	4
NSUN5P1	250
POM121C	1071
SPDYE5	6
PMS2P3	97
HIP1	190
CCL26	84
CCL24	0
RHBDD2	292
POR	449
SNORA14A	0
TMEM120A	486
STYXL1	1443
MDH2	3682
SRRM3	9
HSPB1	2555
YWHAG	1380
SSC4D	0
ZP3	208
DTX2	1383
FDPSP2	98
UPK3B	105
LOC100133091	96
POMZP3	188
DTX2P1-UPK3BP1-PMS2P11	16
PMS2P9	13
CCDC146	61
FGL2	4
GSAP	228
LOC101927243	3
PTPN12	880
APTR	160
RSBN1L	302
TMEM60	131
PHTF2	534
MAGI2	9
RPL13AP17	1
MAGI2-AS2	0
MAGI2-AS3	26
GNAI1	137
LOC101927269	0
GNAT3	0
CD36	1
SEMA3C	478
LOC100128317	0
HGF	1
CACNA2D1	27
LOC101927356	0
PCLO	70
SEMA3E	19
SEMA3A	148
LOC101927378	0
SEMA3D	15
GRM3	0
KIAA1324L	100
DMTF1	419
TMEM243	113
TP53TG1	6
CROT	41
ABCB4	2
ABCB1	0
RUNDC3B	17
SLC25A40	125
DBF4	262
ADAM22	37
SRI	663
LOC102723885	0
STEAP4	4
ZNF804B	0
C7orf62	0
STEAP2-AS1	0
DPY19L2P4	0
STEAP1	128
STEAP2	20
CFAP69	14
LOC101927446	0
GTPBP10	161
LOC101409256	4
CLDN12	171
CDK14	135
FZD1	59
MTERF1	37
AKAP9	1047
CYP51A1	586
CYP51A1-AS1	0
LRRD1	1
KRIT1	814
ANKIB1	280
GATAD1	241
PEX1	47
RBM48	39
MGC16142	0
FAM133B	208
FAM133DP	86
CDK6	768
LOC101927497	11
SAMD9	232
SAMD9L	44
HEPACAM2	0
VPS50	131
CALCR	5
TFPI2	310
GNGT1	0
GNG11	360
BET1	176
COL1A2	0
CASD1	76
SGCE	72
PEG10	238
PPP1R9A	111
PON1	1
PON3	14
PON2	232
ASB4	0
PDK4	57
DYNC1I1	3
SLC25A13	254
C7orf76	0
LOC100506136	2
SHFM1	2095
DLX6-AS1	0
DLX6	1
DLX5	0
SDHAF3	52
TAC1	0
ASNS	686
MGC72080	38
OCM2	0
LMTK2	68
BHLHA15	0
TECPR1	250
BRI3	3382
BAIAP2L1	398
NPTX2	0
TMEM130	5
TRRAP	178
LOC101927550	68
SMURF1	164
KPNA7	7
MYH16	6
ARPC1A	1781
ARPC1B	1635
PDAP1	2351
BUD31	1298
PTCD1	1359
ATP5J2-PTCD1	1359
CPSF4	1026
ATP5J2	1999
ZNF789	53
ZNF394	63
ZKSCAN5	277
FAM200A	57
ZNF655	603
GS1-259H13.2	28
ZSCAN25	171
CYP3A5	8
CYP3A7-CYP3A51P	0
CYP3A7	4
CYP3A4	6
CYP3A43	0
OR2AE1	0
TRIM4	192
GJC3	0
AZGP1	20
AZGP1P1	0
ZKSCAN1	1378
ZSCAN21	71
ZNF3	175
COPS6	1237
MCM7	1817
AP4M1	392
TAF6	409
CNPY4	140
MBLAC1	26
LAMTOR4	688
C7orf43	51
GAL3ST4	27
GPC2	14
STAG3	10
GATS	48
PVRIG	1
SPDYE3	33
PMS2P1	74
STAG3L5P-PVRIG2P-PILRB	17
STAG3L5P	22
PVRIG2P	0
PILRB	477
PILRA	0
ZCWPW1	47
MEPCE	730
PPP1R35	643
C7orf61	14
TSC22D4	904
NYAP1	23
AGFG2	132
SAP25	23
LRCH4	209
ZASP	804
FBXO24	0
PCOLCE-AS1	0
PCOLCE	13
MOSPD3	467
TFR2	7
ACTL6B	0
GNB2	2375
GIGYF1	311
POP7	4305
EPO	4
ZAN	2
EPHB4	1195
SLC12A9	222
TRIP6	468
SRRT	844
UFSP1	11
ACHE	2
MUC3A	1
MUC12	2
LOC102724094	6
MUC17	0
TRIM56	551
SERPINE1	4734
AP1S1	1850
VGF	61
NAT16	28
MOGAT3	0
PLOD3	663
ZNHIT1	435
CLDN15	149
FIS1	424
LOC101927746	16
IFT22	127
COL26A1	0
LINC01007	0
MYL10	1
CUX1	826
SH2B2	29
SPDYE6	2
LOC100289561	20
LOC100630923	271
PRKRIP1	0
ORAI2	585
ALKBH4	153
LRWD1	93
POLR2J	844
RASA4B	3
POLR2J3	200
SPDYE2B	1
SPDYE2	0
RASA4	32
POLR2J2	241
UPK3BL	92
FAM185A	17
FBXL13	86
LRRC17	0
ARMC10	435
NAPEPLD	422
RPL19P12	91
DPY19L2P2	13
PMPCB	494
DNAJC2	411
PSMC2	633
SLC26A5	0
LOC101927870	0
RELN	0
ORC5	158
LHFPL3	0
LHFPL3-AS1	0
LHFPL3-AS2	0
LINC01004	532
KMT2E-AS1	137
KMT2E	885
SRPK2	1242
PUS7	179
RINT1	76
EFCAB10	6
ATXN7L1	49
CDHR3	3
SYPL1	680
NAMPT	7962
CCDC71L	129
PIK3CG	0
PRKAR2B	64
HBP1	366
COG5	372
GPR22	0
DUS4L	275
BCAP29	565
SLC26A4-AS1	7
SLC26A4	16
CBLL1	193
SLC26A3	0
DLD	654
LAMB1	599
LAMB4	1
NRCAM	3
PNPLA8	356
THAP5	577
DNAJB9	132
C7orf66	0
EIF3IP1	3
IMMP2L	73
LRRN3	1
DOCK4	193
DOCK4-AS1	1
ZNF277	85
IFRD1	360
LSMEM1	2
LOC100996249	0
LOC101928012	1
TMEM168	133
C7orf60	208
HRAT17	6
GPR85	4
LINC00998	210
PPP1R3A	0
FOXP2	21
MDFIC	350
LINC01393	0
LINC01392	1
TFEC	0
TES	839
LOC102724434	37
CAV2	1671
CAV1	4816
